Date,Open,High,Low,Close,Adj Close,Volume
31/05/2021,35658.59375,37468.25,34241.94531,37332.85547,37332.85547,39009847639
02/06/2021,36699.92188,38231.33984,35966.30859,37575.17969,37575.17969,33070867190
04/06/2021,39242.48438,39242.48438,35717.72266,36894.40625,36894.40625,41831090187
06/06/2021,35538.60938,36436.42188,35304.57813,35862.37891,35862.37891,28913440585
08/06/2021,33589.51953,34017.38672,31114.44336,33472.63281,33472.63281,49902050442
10/06/2021,37389.51563,38334.32422,35847.59375,36702.59766,36702.59766,43576032854
12/06/2021,37340.14453,37408.92578,34728.19141,35552.51563,35552.51563,37924228550
14/06/2021,39016.96875,40978.36328,38757.28516,40218.47656,40218.47656,43148914673
16/06/2021,40168.69141,40516.77734,38176.03516,38347.0625,38347.0625,39211635100
18/06/2021,38099.47656,38187.26172,35255.85547,35787.24609,35787.24609,36200887275
20/06/2021,35563.14063,36059.48438,33432.07422,35698.29688,35698.29688,36664034054
22/06/2021,31622.37695,33292.45313,28893.62109,32505.66016,32505.66016,58964353058
24/06/2021,33682.80078,35228.85156,32385.21484,34662.4375,34662.4375,33123368116
26/06/2021,31594.66406,32637.58789,30184.50195,32186.27734,32186.27734,38585385521
28/06/2021,34679.12109,35219.89063,33902.07422,34434.33594,34434.33594,33892523752
30/06/2021,35908.38672,36074.75781,34086.15234,35040.83594,35040.83594,34059036099
02/07/2021,33549.60156,33939.58984,32770.67969,33897.04688,33897.04688,38728974942
04/07/2021,34665.56641,35937.56641,34396.47656,35287.78125,35287.78125,24924307911
06/07/2021,33723.50781,35038.53516,33599.91797,34235.19531,34235.19531,26501259870
08/07/2021,33889.60547,33907.90625,32133.18359,32877.37109,32877.37109,29910396946
10/07/2021,33811.24219,34209.07031,33116.01172,33520.51953,33520.51953,22971873468
12/07/2021,34254.01563,34592.15625,32697.30859,33155.84766,33155.84766,24321499537
14/07/2021,32723.8457,33061.39844,31639.125,32822.34766,32822.34766,21376531210
16/07/2021,31841.55078,32218.40625,31100.67383,31421.53906,31421.53906,23699476918
18/07/2021,31533.88477,32398.99609,31215.49219,31796.81055,31796.81055,18787986667
20/07/2021,30838.28516,31006.1875,29360.95508,29807.34766,29807.34766,23148267245
22/07/2021,32138.87305,32576.40039,31745.29883,32313.10547,32313.10547,19555230518
24/07/2021,33593.73047,34490.39063,33424.85938,34292.44531,34292.44531,21664706865
26/07/2021,35384.03125,40499.67578,35287.3125,37337.53516,37337.53516,51022126212
28/07/2021,39503.1875,40816.07031,38862.4375,39995.90625,39995.90625,38702404695
30/07/2021,40027.48438,42235.54688,38397.35547,42235.54688,42235.54688,33072782960
01/08/2021,41460.84375,42541.67969,39540.94141,39974.89453,39974.89453,26688438115
03/08/2021,39178.40234,39750.03125,37782.05078,38152.98047,38152.98047,26189830450
05/08/2021,39744.51563,41341.93359,37458.00391,40869.55469,40869.55469,35185031017
07/08/2021,42832.79688,44689.85938,42618.56641,44555.80078,44555.80078,40030862141
09/08/2021,43791.92578,46456.83203,42848.6875,46365.40234,46365.40234,38734079049
11/08/2021,45599.70313,46735.63281,45351.71094,45593.63672,45593.63672,34319709073
13/08/2021,44439.69141,47831.97656,44282.41797,47793.32031,47793.32031,31744259539
15/08/2021,47096.66797,47357.10547,45579.58984,47047.00391,47047.00391,30988958446
17/08/2021,45936.45703,47139.57031,44512.41797,44695.35938,44695.35938,33451362600
19/08/2021,44741.88281,46970.76172,43998.31641,46717.57813,46717.57813,37204312299
21/08/2021,49327.07422,49717.01953,48312.19922,48905.49219,48905.49219,40585205312
23/08/2021,49291.67578,50482.07813,49074.60547,49546.14844,49546.14844,34305053719
25/08/2021,47727.25781,49202.87891,47163.61328,48960.78906,48960.78906,32646349931
27/08/2021,46894.55469,49112.78516,46394.28125,49058.66797,49058.66797,34511076995
29/08/2021,48911.25,49644.11328,47925.85547,48829.83203,48829.83203,25889650240
31/08/2021,47024.33984,48189.55078,46750.09375,47166.6875,47166.6875,34730363427
02/09/2021,48807.84766,50343.42188,48652.32031,49327.72266,49327.72266,39508070319
04/09/2021,50009.32422,50545.58203,49548.78125,49944.625,49944.625,37471327794
06/09/2021,51769.00391,52700.94141,51053.67969,52633.53516,52633.53516,38884105426
08/09/2021,46827.76172,47334.05469,44561.39453,46091.39063,46091.39063,49007762488
10/09/2021,46396.66406,47031.74219,44344.48438,44883.91016,44883.91016,39154666597
12/09/2021,45206.62891,46364.87891,44790.46094,46063.26953,46063.26953,27881980161
14/09/2021,44960.05078,47218.125,44752.33203,47092.49219,47092.49219,38652152880
16/09/2021,48158.90625,48486.82813,47079.55859,47783.35938,47783.35938,31764293754
18/09/2021,47273.52734,48791.78125,47087.28516,48278.36328,48278.36328,28575630451
20/09/2021,47261.40625,47328.19922,42598.91406,42843.80078,42843.80078,43909845642
22/09/2021,40677.95313,43978.62109,40625.63281,43574.50781,43574.50781,38139709246
24/09/2021,44894.30078,45080.49219,40936.55859,42839.75,42839.75,42839345714
26/09/2021,42721.62891,43919.30078,40848.46094,43208.53906,43208.53906,30661222077
28/09/2021,42200.89844,42775.14453,40931.66406,41034.54297,41034.54297,30214940550
30/09/2021,41551.26953,44092.60156,41444.58203,43790.89453,43790.89453,31141681925
02/10/2021,48137.46875,48282.0625,47465.49609,47711.48828,47711.48828,30614346492
04/10/2021,48208.90625,49456.77734,47045.00391,49112.90234,49112.90234,33383173002
06/10/2021,51486.66406,55568.46484,50488.19141,55361.44922,55361.44922,49034730168
08/10/2021,53802.14453,55922.98047,53688.05469,53967.84766,53967.84766,34800873924
10/10/2021,54952.82031,56401.30469,54264.25781,54771.57813,54771.57813,39527792364
12/10/2021,57526.83203,57627.87891,54477.97266,56041.05859,56041.05859,41083758949
14/10/2021,57372.83203,58478.73438,56957.07422,57321.52344,57321.52344,36615791366
16/10/2021,61609.52734,62274.47656,60206.12109,60892.17969,60892.17969,34250964237
18/10/2021,61548.80469,62614.66016,60012.75781,62026.07813,62026.07813,38055562075
20/10/2021,64284.58594,66930.39063,63610.67578,65992.83594,65992.83594,40788955582
22/10/2021,62237.89063,63715.02344,60122.79688,60692.26563,60692.26563,38434082775
24/10/2021,61368.34375,61505.80469,59643.34375,60930.83594,60930.83594,27316183882
26/10/2021,63032.76172,63229.02734,59991.16016,60363.79297,60363.79297,34878965587
28/10/2021,58470.73047,62128.63281,58206.91797,60622.13672,60622.13672,45257083247
30/10/2021,62239.36328,62330.14453,60918.38672,61888.83203,61888.83203,32157938616
01/11/2021,61320.44922,62419.00391,59695.18359,61004.40625,61004.40625,36150572843
03/11/2021,63254.33594,63516.9375,61184.23828,62970.04688,62970.04688,36124731509
05/11/2021,61460.07813,62541.46875,60844.60938,61125.67578,61125.67578,30605102446
07/11/2021,61554.92188,63326.98828,61432.48828,63326.98828,63326.98828,24726754302
09/11/2021,67549.73438,68530.33594,66382.0625,66971.82813,66971.82813,42357991721
11/11/2021,64978.89063,65579.01563,64180.48828,64949.96094,64949.96094,35880633236
13/11/2021,64158.12109,64915.67578,63303.73438,64469.52734,64469.52734,30474228777
15/11/2021,65521.28906,66281.57031,63548.14453,63557.87109,63557.87109,30558763548
17/11/2021,60139.62109,60823.60938,58515.41016,60368.01172,60368.01172,39178392930
19/11/2021,56896.12891,58351.11328,55705.17969,58119.57813,58119.57813,38702407772
21/11/2021,59730.50781,60004.42578,58618.92969,58730.47656,58730.47656,26123447605
23/11/2021,56304.55469,57875.51563,55632.76172,57569.07422,57569.07422,37485803899
25/11/2021,57165.41797,59367.96875,57146.68359,57274.67969,57274.67969,34284016248
27/11/2021,53736.42969,55329.25781,53668.35547,54815.07813,54815.07813,30560857714
29/11/2021,57291.90625,58872.87891,56792.52734,57806.56641,57806.56641,32370840356
01/12/2021,56907.96484,59041.68359,56553.08203,57229.82813,57229.82813,36858195307
03/12/2021,56509.16406,57482.16797,52496.58594,53598.24609,53598.24609,39789134215
05/12/2021,49201.51953,49768.14844,47857.49609,49368.84766,49368.84766,37198201161
07/12/2021,50581.82813,51934.78125,50175.80859,50700.08594,50700.08594,33676814852
09/12/2021,50450.08203,50797.16406,47358.35156,47672.12109,47672.12109,29603577251
11/12/2021,47264.63281,49458.21094,46942.34766,49362.50781,49362.50781,25775869261
13/12/2021,50114.74219,50205,45894.84766,46737.48047,46737.48047,32166727776
15/12/2021,48379.75391,49473.95703,46671.96484,48896.72266,48896.72266,36541828520
17/12/2021,47653.73047,48004.89453,45618.21484,46202.14453,46202.14453,32902725329
19/12/2021,46853.86719,48089.66406,46502.95313,46707.01563,46707.01563,25154053861
21/12/2021,46886.07813,49300.91797,46698.77344,48936.61328,48936.61328,27055803928
23/12/2021,48626.34375,51332.33984,48065.83594,50784.53906,50784.53906,28223878108
25/12/2021,50854.91797,51176.59766,50236.70703,50429.85938,50429.85938,19030650914
27/12/2021,50802.60938,51956.32813,50499.46875,50640.41797,50640.41797,24324345758
29/12/2021,47623.87109,48119.74219,46201.49609,46444.71094,46444.71094,30049226299
31/12/2021,47169.37109,48472.52734,45819.95313,46306.44531,46306.44531,36974172400
02/01/2022,47680.92578,47881.40625,46856.9375,47345.21875,47345.21875,27951569547
04/01/2022,46458.85156,47406.54688,45752.46484,45897.57422,45897.57422,42494677905
06/01/2022,43565.51172,43748.71875,42645.53906,43160.92969,43160.92969,30208048289
08/01/2022,41561.46484,42228.94141,40672.27734,41733.94141,41733.94141,28066355845
10/01/2022,41910.23047,42199.48438,39796.57031,41821.26172,41821.26172,32104232331
12/01/2022,42742.17969,44135.36719,42528.98828,43949.10156,43949.10156,33499938689
14/01/2022,42598.87109,43346.6875,41982.61719,43099.69922,43099.69922,23577403399
16/01/2022,43172.03906,43436.80859,42691.02344,43113.87891,43113.87891,17902097845
18/01/2022,42250.07422,42534.40234,41392.21484,42375.63281,42375.63281,22417209227
20/01/2022,41744.02734,43413.02344,40672.82422,40680.41797,40680.41797,20382033940
22/01/2022,36471.58984,36688.8125,34349.25,35030.25,35030.25,39714385405
24/01/2022,36275.73438,37247.51953,33184.05859,36654.32813,36654.32813,41856658597
26/01/2022,36950.51563,38825.41016,36374.90625,36852.12109,36852.12109,31324598034
28/01/2022,37128.44531,37952.87891,36211.10938,37784.33203,37784.33203,22238830523
30/01/2022,38151.91797,38266.33984,37437.71094,37917.60156,37917.60156,14643548444
01/02/2022,38481.76563,39115.13281,38113.66406,38743.27344,38743.27344,20288500328
03/02/2022,36944.80469,37154.60156,36375.53906,37154.60156,37154.60156,18591534769
05/02/2022,41501.48047,41847.16406,41038.09766,41441.16406,41441.16406,19652846215
07/02/2022,42406.78125,44401.86328,41748.15625,43840.28516,43840.28516,28641855926
09/02/2022,44096.70313,44727.80078,43232.96875,44338.79688,44338.79688,23245887300
11/02/2022,43571.12891,43810.83203,42114.53906,42407.9375,42407.9375,26954925781
13/02/2022,42236.56641,42693.05469,41950.94141,42197.51563,42197.51563,14741589015
15/02/2022,42586.46484,44667.21875,42491.03516,44575.20313,44575.20313,22721659051
17/02/2022,43937.07031,44132.97266,40249.37109,40538.01172,40538.01172,26246662813
19/02/2022,40026.02344,40418.87891,39713.05859,40122.15625,40122.15625,13736557863
21/02/2022,38423.21094,39394.4375,36950.47656,37075.28125,37075.28125,29280402798
23/02/2022,38285.28125,39122.39453,37201.81641,37296.57031,37296.57031,21849073843
25/02/2022,38333.74609,39630.32422,38111.34375,39214.21875,39214.21875,26545599159
27/02/2022,39098.69922,39778.94141,37268.97656,37709.78516,37709.78516,23450127612
01/03/2022,43194.50391,44793.60156,42952.58594,44354.63672,44354.63672,32479047645
03/03/2022,43925.19531,44021.57813,41914.75,42451.78906,42451.78906,24967782593
05/03/2022,39148.44922,39566.33594,38777.03516,39400.58594,39400.58594,16975917450
07/03/2022,38429.30469,39430.22656,37260.20313,38062.03906,38062.03906,28546143503
09/03/2022,38742.81641,42465.67188,38706.09375,41982.92578,41982.92578,32284121034
11/03/2022,39439.96875,40081.67969,38347.43359,38794.97266,38794.97266,26364890465
13/03/2022,38884.72656,39209.35156,37728.14453,37849.66406,37849.66406,17300745310
15/03/2022,39664.25,39794.62891,38310.21094,39338.78516,39338.78516,23934000868
17/03/2022,41140.84375,41287.53516,40662.87109,40951.37891,40951.37891,22009601093
19/03/2022,41794.64844,42316.55469,41602.66797,42190.65234,42190.65234,19664853187
21/03/2022,41246.13281,41454.41016,40668.04297,41077.99609,41077.99609,24615543271
23/03/2022,42364.37891,42893.50781,41877.50781,42892.95703,42892.95703,25242943069
